0,True
1,False
2,True
3,True
4,True
5,True
6,True
7,True
8,True
9,False
10,True
11,True
12,False
13,True
14,True
15,True
16,True
17,True
18,True
19,True
20,True
21,True
22,True
23,True
24,True
25,True
26,True
27,True
28,True
29,True
30,True
31,True
32,True
33,True
34,True
35,True
36,True
37,True
38,True
39,True
40,True
41,True
42,False
43,False
44,False
45,False
46,False
47,False
48,True
49,False
50,False
51,False
52,False
53,False
54,False
55,False
56,False
57,False
58,False
59,False
60,False
61,True
62,False
63,False
64,False
65,False
66,False
67,False
68,True
69,False
70,False
71,False
72,True
73,True
74,False
75,True
76,False
77,True
78,False
79,False
80,False
81,False
82,False
83,False
84,False
85,False
86,False
87,False
88,False
89,False
90,False
91,False
92,False
93,False
94,False
95,False
96,False
97,False
98,True
99,False
100,False
101,False
102,False
103,False
104,True
105,False
106,True
107,False
108,False
109,False
110,False
111,False
112,True
113,True
114,True
115,True
116,False
117,False
118,False
119,True
120,True
121,True
122,True
123,True
124,True
125,True
126,True
127,True
128,True
129,True
130,True
131,True
132,False
133,True
134,True
135,True
136,True
137,True
138,True
139,True
140,True
141,True
142,True
143,True
144,True
145,True
146,True
147,False
148,False
149,True
150,True
151,True
152,True
153,True
154,True
155,True
156,True
157,True
158,True
159,True
160,True
161,True
162,True
163,True
164,True
165,True
166,True
167,True
168,False
169,True
170,True
171,True
172,True
173,False
174,True
175,True
176,True
177,True
178,True
179,True
180,True
181,True
182,True
183,False
184,True
185,True
186,False
187,True
188,True
189,False
190,True
191,True
192,True
193,True
194,True
195,True
196,True
197,True
198,True
199,True
200,True
201,True
202,True
203,True
204,True
205,True
206,False
207,True
208,True
209,True
210,True
211,True
212,True
213,True
214,True
215,True
216,True
217,True
218,True
219,True
220,True
221,True
222,True
223,True
224,True
225,True
226,True
227,True
228,True
229,True
230,True
231,True
232,True
233,False
234,True
235,True
236,True
237,False
238,True
239,False
240,False
241,False
242,True
243,True
244,True
245,True
246,True
247,True
248,True
249,False
250,True
251,False
252,False
253,True
254,True
255,True
256,True
257,True
258,True
259,True
260,True
261,True
262,True
263,True
264,True
265,False
266,False
267,False
268,True
269,True
270,True
271,True
272,True
273,True
274,True
275,True
276,False
277,True
278,True
279,True
280,True
281,False
282,True
283,False
284,False
285,True
286,True
287,True
288,True
289,True
290,False
291,True
292,True
293,False
294,True
295,False
296,False
297,True
298,False
299,False
300,True
301,True
302,False
303,True
304,True
305,False
306,False
307,True
308,True
309,True
310,True
311,True
312,True
313,True
314,True
315,True
316,True
317,False
318,False
319,False
320,False
321,False
322,False
323,True
324,False
325,True
326,False
327,False
328,False
329,False
330,False
331,False
332,False
333,False
334,False
335,False
336,False
337,False
338,True
339,True
340,False
341,False
342,False
343,False
344,False
345,True
346,False
347,False
348,True
349,True
350,False
351,False
352,False
353,False
354,False
355,False
356,True
357,False
358,False
359,False
360,False
361,True
362,False
363,False
364,False
365,False
366,False
367,True
368,True
369,True
370,True
371,True
372,True
373,False
374,False
375,True
376,True
377,False
378,False
379,False
380,True
381,True
382,True
